Scheme Name,Scheme Code
JM Small Cap Fund (Regular) - IDCW Option,152613
JM Small Cap Fund (Direct) - Growth Option,152614
JM Small Cap Fund (Direct) - IDCW Option,152615
Edelweiss Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - Growth,152616
Edelweiss Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - Growth,152617
Edelweiss Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - IDCW Payout,152618
Edelweiss Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - IDCW Payout,152619
Aditya Birla Sun Life Nifty PSE ETF,152620
Baroda BNP Paribas Retirement Fund - Regular plan - Growth option,152625
Baroda BNP Paribas Retirement Fund - Direct plan - IDCW option,152626
Baroda BNP Paribas Retirement Fund - Regular plan - IDCW option,152627
Baroda BNP Paribas Retirement Fund - Direct plan - Growth option,152628
Axis Nifty Bank Index Fund - Direct Plan - Growth Option,152629
Axis Nifty Bank Index Fund - Regular Plan - IDCW Option,152630
Axis Nifty Bank Index Fund - Direct Plan - IDCW Option,152631
Axis Nifty Bank Index Fund - Regular Plan - Growth Option,152632
Groww Nifty Non-Cyclical Consumer Index Fund - Regular Plan - Growth,152633
Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF,152634
Groww Nifty Non-Cyclical Consumer Index Fund - IDCW,152635
Groww Nifty Non-Cyclical Consumer Index Fund - Direct Plan - IDCW,152636
Groww Nifty Non-Cyclical Consumer Index Fund - Direct Plan Growth,152637
Bajaj Finserv Nifty 1D Rate Liquid ETF,152638
Bajaj Finserv Multi Asset Allocation Fund - Direct Growth,152639
Bajaj Finserv Multi Asset Allocation Fund - Regular IDCW,152640
Bajaj Finserv Multi Asset Allocation Fund - Direct IDCW,152641
Bajaj Finserv Multi Asset Allocation Fund - Regular Growth,152642
WhiteOak Capital Special Opportunities Fund - Regular Growth,152643
WhiteOak Capital Special Opportunities Fund - Direct Growth,152644
Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF Fund of Fund - Direct Plan - Growth,152645
Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF Fund of Fund - Direct Plan - IDCW,152646
Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF Fund of Fund - Regular Plan - Growth,152647
Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF Fund of Fund - Regular Plan - IDCW,152648
Motilal Oswal Multi Cap Fund Regular Plan IDCW,152649
Motilal Oswal Multi Cap Fund Regular Plan Growth,152650
Motilal Oswal Multi Cap Fund-Direct Plan Growth,152651
Motilal Oswal Multi Cap Fund-Direct Plan IDCW,152652
DSP Nifty Bank Index Fund - Regular - Growth,152653
DSP Nifty Bank Index Fund - Direct - Growth,152654
SBI Automotive Opportunities Fund - Direct Plan - Income Distribution Cum Capital Withdrawal Option,152655
SBI Automotive Opportunities Fund - Regular Plan - Income Distribution Cum Capital Withdrawal Option,152656
SBI Automotive Opportunities Fund - Direct Plan - Growth,152657
SBI Automotive Opportunities Fund - Regular Plan - Growth,152658
Aditya Birla Sun Life Crisil IBX Gilt June 2027 Index Fund-Direct Growth,152659
Aditya Birla Sun Life Crisil IBX Gilt June 2027 Index Fund-Regular Growth,152660
Aditya Birla Sun Life Crisil IBX Gilt June 2027 Index Fund-Regular IDCW Payout,152661
Aditya Birla Sun Life Crisil Ibx Gilt June 2027 Index Fund-Direct IDCW Payout,152662
Kotak NIFTY 100 Low Volatility 30 Index Fund - Direct plan - Growth option,152663
Kotak NIFTY 100 Low Volatility 30 Index Fund - Regular plan - Growth option,152664
Kotak NIFTY 100 Low Volatility 30 Index Fund - Direct plan - IDCW option,152665
Kotak NIFTY 100 Low Volatility 30 Index Fund - Regular plan - IDCW option,152666
Zerodha Nifty 100 ETF,152667
Zerodha Nifty Midcap 150 ETF,152668
Mahindra Manulife Manufacturing Fund - Regular Plan - IDCW,152669
Mahindra Manulife Manufacturing Fund - Direct Plan - IDCW,152670
Mahindra Manulife Manufacturing Fund - Regular Plan - Growth,152671
Mahindra Manulife Manufacturing Fund - Direct Plan - Growth,152672
Sundaram Business Cycle Fund Direct Plan IDCW Reinvestment,152673
Sundaram Business Cycle Fund Regular Plan IDCW Payout,152674
Sundaram Business Cycle Fund Regular Plan IDCW Reinvestment,152675
Sundaram Business Cycle Fund Direct Plan IDCW Payout,152676
Sundaram Business Cycle Fund Direct Plan Growth,152677
Sundaram Business Cycle Fund Regular Plan Growth,152678
Helios Financial Services Fund - Direct Plan - Growth Option,152679
Helios Financial Services Fund - Direct Plan - IDCW Option,152680
Helios Financial Services Fund - Regular Plan - IDCW Option,152681
Helios Financial Services Fund - Regular Plan - Growth Option,152682
Baroda BNP Paribas Nifty Bank ETF,152683
Aditya Birla Sun Life Quant Fund - Direct Growth,152684
Aditya Birla Sun Life Quant Fund - Direct IDCW Payout,152685
Aditya Birla Sun Life Quant Fund - Regular Growth,152686
Aditya Birla Sun Life Quant Fund - Regular IDCW Payout,152687
Canara Robeco Balanced Advantage Fund - Direct Plan - Growth Option,152688
Canara Robeco Balanced Advantage Fund - Direct Plan - IDCW Option,152689
Canara Robeco Balanced Advantage Fund - Regular Plan - Growth Option,152690
Canara Robeco Balanced Advantage Fund - Regular Plan - IDCW Option,152691
Motilal Oswal Quant Fund - Regular - Growth,152692
Motilal Oswal Quant Fund - Regular - IDCW,152693
Motilal Oswal Quant Fund - Direct - Growth,152694
Motilal Oswal Quant Fund - Direct - IDCW,152695
Baroda BNP Paribas Manufacturing Fund - Regular Plan - Growth Option,152696
Baroda BNP Paribas Manufacturing Fund - Direct Plan - Growth Option,152697
Baroda BNP Paribas Manufacturing Fund - Direct Plan - IDCW Option,152698
Baroda BNP Paribas Manufacturing Fund - Regular Plan - IDCW Option,152699
Kotak Special Opportunities Fund - Regular Plan - IDCW Option,152700
Kotak Special Opportunities Fund - Direct Plan - Growth Option,152702
Kotak Special Opportunities Fund - Regular Plan - Growth Option,152703
Kotak Special Opportunities Fund - Direct Plan - IDCW Payout Option,152704
Edelweiss Business Cycle Fund - Direct Plan - Growth,152710
Motilal Oswal Nifty India Defence Index Fund Regular Plan Growth,152711
Motilal Oswal Nifty India Defence Index Fund Direct Plan Growth,152712
HDFC NIFTY100 Low Volatility 30 Index Fund - Direct Plan,152713
HDFC NIFTY100 Low Volatility 30 Index Fund - Regular Plan,152714
Mirae Asset Nifty EV and New Age Automotive ETF,152715
Bandhan Nifty Total Market Index Fund - Direct Plan - Growth,152716
Bandhan Nifty Total Market Index Fund - Regular Plan - Growth,152717
Mirae Asset Nifty200 Alpha 30 ETF Fund of Fund - Direct Plan - Growth,152718
Mirae Asset Nifty200 Alpha 30 ETF Fund of Fund - Direct Plan - IDCW,152719
Mirae Asset Nifty200 Alpha 30 ETF Fund of Fund - Regular Plan - Growth,152720
Mirae Asset Nifty200 Alpha 30 ETF Fund of Fund - Regular Plan - IDCW,152721
Edelweiss Business Cycle Fund - Regular Plan - IDCW Option,152722
Edelweiss Business Cycle Fund - Direct Plan - IDCW Option,152723
Edelweiss Business Cycle Fund - Regular Plan - Growth,152724
SBI Silver ETF,152725
ICICI PRUDENTIAL ENERGY OPPORTUNITIES FUND - Growth,152726
ICICI PRUDENTIAL ENERGY OPPORTUNITIES FUND - IDCW,152727
ICICI PRUDENTIAL ENERGY OPPORTUNITIES FUND - Direct Plan - Growth,152728
ICICI PRUDENTIAL ENERGY OPPORTUNITIES FUND - Direct Plan - IDCW,152729
Axis Nifty 500 Index Fund - Regular Plan - Growth Option,152730
Axis Nifty 500 Index Fund - Direct Plan - Growth Option,152731
ADITYA BIRLA SUN LIFE CRISIL BROAD BASED GILT ETF,152732
SBI Silver ETF Fund of Fund- Regular Plan - Growth,152733
SBI Silver ETF FOF- Regular Plan - Income Distribution Cum Capital Withdrawal Option (IDCW),152734
SBI Silver ETF Fund of Fund- Direct Plan - Growth,152735
SBI Silver ETF Fund of Fund- Direct Plan - Income Distribution Cum Capital Withdrawal Option (IDCW),152736
Franklin India Multi Cap Fund - Direct - IDCW,152737
Franklin India Multi Cap Fund - Growth,152738
Franklin India Multi Cap Fund - Direct - Growth,152739
Franklin India Multi Cap Fund - IDCW,152740
Shriram Nifty 1D Rate Liquid ETF - Growth,152741
Tata Nifty India Tourism Index Fund - Direct - Growth,152742
Tata Nifty India Tourism Index Fund - Direct - IDCW Reinvestment,152743
Tata Nifty India Tourism Index Fund - Direct - IDCW Payout,152744
Tata Nifty India Tourism Index Fund - Regular - IDCW Payout,152745
Tata Nifty India Tourism Index Fund - Regular - Growth,152746
Tata Nifty India Tourism Index Fund - Regular - IDCW Reinvestment,152747
ICICI Prudential Nifty Oil & Gas ETF,152748
SBI Nifty50 Equal Weight ETF,152749
NAVI NIFTY 500 MULTICAP 50-25-25 REGULAR PLAN,152750
NAVI NIFTY 500 MULTICAP 50-25-25 DIRECT PLAN,152751
Kotak BSE PSU Index Fund - Regular Plan - Growth,152752
Kotak BSE PSU Index Fund - Regular Plan - IDCW Payout and Reinvestment,152753
Kotak BSE PSU Index Fund - Direct Plan - IDCW Payout and Reinvestment,152754
Kotak BSE PSU Index Fund - Direct Plan - Growth,152755
Invesco India Manufacturing Fund - Direct Plan - Growth,152756
Invesco India Manufacturing Fund - Direct Plan - IDCW,152757
Invesco India Manufacturing Fund - Regular Plan - Growth,152758
Invesco India Manufacturing Fund - Regular Plan - IDCW,152759
Motilal Oswal Manufacturing Fund - Direct Plan- Growth,152760
Motilal Oswal Manufacturing Fund - Regular Plan - IDCW,152761
Motilal Oswal Manufacturing Fund - Direct Plan - IDCW,152762
Motilal Owsal Manufacturing Fund - Regular Plan - Growth,152763
GROWW NIFTY EV & NEW AGE AUTOMOTIVE ETF,152764
KOTAK NIFTY MIDCAP 50 INDEX FUND-REGULAR PLAN-GROWTH,152765
KOTAK NIFTY MIDCAP 50 INDEX FUND-REGULAR PLAN-IDCW PAYOUT AND REINVESTMENT,152766
KOTAK NIFTY MIDCAP 50 INDEX FUND-DIRECT PLAN- GROWTH,152767
KOTAK NIFTY MIDCAP 50 INDEX FUND-DIRECT PLAN-IDCW PAYOUT AND REINVESTMENT,152768
ICICI Prudential Nifty Metal ETF,152769
Groww Nifty EV & New Age Automotive ETF FOF- Direct Plan - Growth,152770
Groww Nifty EV & New Age Automotive ETF FOF - Direct Plan - IDCW,152771
Groww Nifty EV & New Age Automotive ETF FOF - Regular Plan - IDCW,152772
Groww Nifty EV & New Age Automotive ETF FOF - Regular Plan - Growth,152773
SBI Innovative Opportunities Fund - Regular Plan - Growth,152774
SBI Innovative Opportunities Fund - Regular Plan - Income Distribution Cum Capital Withdrawal Option,152775
SBI Innovative Opportunities Fund - Direct Plan - Growth,152776
SBI Innovative Opportunities Fund - Direct Plan - Income Distribution Cum Capital Withdrawal Option,152777
HDFC NIFTY500 Multicap 50:25:25 Index Fund - Direct Plan,152778
HDFC NIFTY500 Multicap 50:25:25 index Fund - Regular Plan,152779
BAJAJ FINSERV LARGE CAP FUND - REGULAR PLAN - GROWTH,152780
BAJAJ FINSERV LARGE CAP FUND - DIRECT PLAN - IDCW,152781
BAJAJ FINSERV LARGE CAP FUND - REGULAR PLAN - IDCW,152782
BAJAJ FINSERV LARGE CAP FUND - DIRECT PLAN - GROWTH,152783
Union Multi Asset Allocation Fund- Direct Plan - IDCW Option,152784
Union Multi Asset Allocation Fund- Regular Plan - IDCW Option,152785
Union Multi Asset Allocation Fund- Regular Plan - Growth Option,152786
Union Multi Asset Allocation Fund- Direct Plan - Growth Option,152787
Bank of India Business Cycle Fund - Direct Plan - Dividend,152788
Bank of India Business Cycle Fund - Direct Plan - Growth,152789
Bank of India Business Cycle Fund - Regular Plan - Growth,152790
Bank of India Business Cycle Fund - Regular Plan - Dividend,152791
Bandhan Nifty Bank Index Fund - Regular Plan - Growth,152792
Bandhan Nifty Bank Index Fund - Direct Plan - Growth,152793
Motilal Oswal Business Cycle Fund-Regular Plan-Growth,152794
Motilal Oswal Business Cycle Fund-Regular Plan-IDCW,152795
Motilal Oswal Business Cycle Fund - Direct Plan- Growth,152796
Motilal Oswal Business Cycle Fund - Direct Plan- IDCW,152797
Aditya Birla Sun Life Nifty India Defence Index Fund-Direct Growth,152798
Aditya Birla Sun Life Nifty India Defence Index Fund-Direct IDCW Payout,152799
Aditya Birla Sun Life Nifty India Defence Index Fund-Regular-Growth,152800
Aditya Birla Sun Life Nifty India Defence Index Fund-Regular IDCW Payout,152801
Aditya Birla Sun Life Crisil 10 Year Gilt ETF,152802
Axis Consumption Fund Direct Plan - IDCW,152803
Axis Consumption Fund Regular Plan - Growth,152804
Axis Consumption Fund Direct Plan - Growth,152805
Axis Consumption Fund Regular Plan - IDCW,152806
Baroda BNP Paribas Dividend Yield Fund - Regular Plan - Growth Option,152807
Baroda BNP Paribas Dividend Yield Fund - Regular Plan - IDCW Option,152808
Baroda BNP Paribas Dividend Yield Fund - Direct Plan - IDCW Option,152809
Baroda BNP Paribas Dividend Yield Fund - Direct Plan - Growth Option,152810
Mirae Asset Nifty500 Multicap 50:25:25 ETF,152811
DSP Nifty Top 10 Equal Weight ETF,152812
DSP Nifty Top 10 Equal Weight Index Fund - Regular - Growth,152813
DSP Nifty Top 10 Equal Weight Index Fund - Direct - Growth,152814
PGIM India Multi Cap Fund - Direct Plan - Growth Option,152815
PGIM India Multi Cap Fund - Regular Plan - Growth Option,152816
PGIM India Multi Cap Fund - Direct Plan - IDCW Option,152817
PGIM India Multi Cap Fund - Regular Plan - IDCW Option,152818
ITI Large & Midcap Fund - Direct Plan - Growth,152821
ITI Large & Midcap Fund - Regular Plan - IDCW Option,152822
ITI Large & Midcap Fund - Direct Plan - IDCW Option,152823
ITI Large & Midcap Fund - Regular Plan - Growth,152824
Franklin India Ultra Short Duration Fund - Direct - Growth,152825
Franklin India Ultra Short Duration Fund - IDCW,152826
Franklin India Ultra Short Duration Fund - Direct - IDCW,152827
Franklin India Ultra Short Duration Fund - Growth,152828
HSBC India Export Opportunities Fund - Direct Growth,152829
HSBC India Export Opportunities Fund - Regular Growth,152830
HSBC India Export Opportunities Fund - Direct IDCW,152831
HSBC India Export Opportunities Fund - Regular IDCW,152832
Tata Nifty200 Alpha 30 Index Fund - Direct - IDCW Reinvestment,152833
Tata Nifty200 Alpha 30 Index Fund - Regular -Growth,152834
Tata Nifty200 Alpha 30 Index Fund - Regular - IDCW Payout,152835
Tata Nifty200 Alpha 30 Index Fund - Direct -Growth,152836
Tata Nifty200 Alpha 30 Index Fund - Direct - IDCW Payout,152837
Tata Nifty200 Alpha 30 Index Fund - Regular - IDCW Reinvestment,152838
Nippon India Nifty 500 Equal Weight Index Fund - Direct Plan - IDCW Option,152839
Nippon India Nifty 500 Equal Weight Index Fund - Regular Plan - Growth Option,152840
Nippon India Nifty 500 Equal Weight Index Fund - Regular Plan - IDCW Option,152841
Nippon India Nifty 500 Equal Weight Index Fund - Direct Plan - Growth Option,152842
Bandhan BSE Healthcare Index Fund Regular Plan - Growth,152843
Bandhan BSE Healthcare Index Fund Direct Plan - Growth,152844
Groww Nifty India Defence ETF,152845
Motilal Oswal Nifty India Defence ETF,152846
Samco Multi Cap Fund - Direct Plan - Growth,152847
Samco Multi Cap Fund - Regular Plan - Growth,152848
WhiteOak Capital Arbitrage Fund Direct Plan Growth,152849
WhiteOak Capital Arbitrage Fund Regular Plan Growth,152850
Franklin India Medium to Long Duration Fund - Direct Growth,152851
Franklin India Medium to Long Duration Fund - Direct - IDCW,152852
Franklin India Medium to Long Duration Fund - Growth,152853
Franklin India Medium to Long Duration Fund - IDCW,152854
Bandhan Nifty Midcap 150 Index Fund-Direct Plan-Growth,152855
Bandhan Nifty Midcap 150 Index Fund-Regular Plan-Growth,152856
Edelweiss Nifty Bank ETF - Growth,152857
UTI Nifty 200 Quality 30 Index Fund - Regular Plan - Growth Option,152858
UTI Nifty 200 Quality 30 Index Fund - Direct Plan - Growth Option,152859
Invesco India Technology Fund - Direct Plan - IDCW,152860
Invesco India Technology Fund - Regular Plan - IDCW,152861
Invesco India Technology Fund - Regular Plan - Growth,152862
Invesco India Technology Fund - Direct Plan - Growth,152863
UTI Nifty Private Bank Index Fund - Direct Plan - Growth Option,152864
UTI Nifty Private Bank Index Fund - Regular Plan - Growth Option,152865
Kotak CRISIL -IBX AAA Financial Services Index Sep-2027 Fund-REGULAR PLAN-GROWTH,152866
Kotak CRISIL-IBX AAA Financial Services Index Sep-2027 Fund-REGULAR PLAN-IDCW,152867
Kotak CRISIL -IBX AAA Financial Services Index Sep-2027 Fund-DIRECT PLAN-IDCW,152868
Kotak CRISIL -IBX AAA Financial Services Index Sep-2027 Fund-DIRECT PLAN-GROWTH Option,152869
Kotak Nifty India Tourism Index Fund-Direct-Growth Option,152870
Kotak Nifty India Tourism Index Fund-Regular Plan-IDCW Option,152871
Kotak Nifty India Tourism Index Fund-Regular plan-Growth,152872
Kotak Nifty India Tourism Index Fund-Direct Plan-IDCW Option,152873
Motilal Oswal Nifty 500 Momentum 50 ETF,152874
Motilal Oswal Nifty 500 Momentum 50 Index Fund-Direct Plan-Growth,152875
Motilal Oswal Nifty 500 Momentum 50 Index Fund-Regular Plan-Growth,152876
Bandhan Business Cycle Fund - Regular Plan - Growth,152877
Bandhan Business Cycle Fund - Direct Plan - Growth,152878
Bandhan Business Cycle Fund - Direct Plan - IDCW,152879
Bandhan Business Cycle Fund - Regular Plan - IDCW,152880
Nippon India Nifty 500 Momentum 50 Index Fund - Direct Plan - Growth Option,152881
Nippon India Nifty 500 Momentum 50 Index Fund - Regular Plan - IDCW Option,152882
Nippon India Nifty 500 Momentum 50 Index Fund - Regular Plan - Growth Option,152883
Nippon India Nifty 500 Momentum 50 Index Fund - Direct Plan - IDCW Option,152884
Axis CRISIL-IBX AAA Bond NBFC - Jun 2027 Index Fund - Regular Plan - IDCW Option,152885
Axis CRISIL-IBX AAA Bond NBFC - Jun 2027 Index Fund - Regular Plan - Growth Option,152886
Axis CRISIL-IBX AAA Bond NBFC - Jun 2027 Index Fund - Direct Plan - Growth Option,152887
Axis CRISIL-IBX AAA Bond NBFC - Jun 2027 Index Fund - Direct Plan - IDCW Option,152888
HDFC NIFTY LargeMidcap 250 Index Fund - Growth Option - Direct,152889
HDFC NIFTY LargeMidcap 250 Index Fund - Growth Option,152890
Groww Nifty 1D Rate Liquid ETF,152891
Baroda BNP Paribas Credit risk fund -Defunct -Growth option -Seg-Portfolio 2 (erstwhile BBNPP Medium Duration Fund-Defunct Growth Option Seg.Portfolio1),152892
Baroda BNP Paribas Credit Risk Fund-Defunct -Daily IDCW option - seg Portfolio 2 (erstwhile BBNPP Medium Duration fund Defunct Daily IDCW daily option Seg Portfolio 1),152893
